TaskID,Split,TaskLongitude,TaskLatitude,TaskSize,RequiredModelTypes
task_Server2_train_0_918,train,-2.307690107,54.09010143,22,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_919,train,-2.307690107,54.09010143,134,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_0_920,train,-1.61962232,55.30557264,348,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_921,train,-1.61962232,55.30557264,277,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_922,train,-1.61962232,55.30557264,330,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_923,train,-1.61962232,55.30557264,124,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_924,train,-1.61962232,55.30557264,221,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_925,train,-5.69824871,50.13342395,482,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_0_926,train,-5.69824871,50.13342395,145,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_927,train,-5.69824871,50.13342395,278,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_928,train,-5.69824871,50.13342395,53,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_929,train,-5.69824871,50.13342395,302,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_930,train,-3.51619237,55.36921089,451,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_931,train,-3.51619237,55.36921089,35,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server2_train_0_932,train,-3.51619237,55.36921089,168,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_933,train,-3.51619237,55.36921089,274,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_934,train,-3.51619237,55.36921089,29,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_935,train,-1.60719768,54.5167381,38,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_936,train,-1.60719768,54.5167381,418,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_937,train,-1.60719768,54.5167381,333,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_938,train,-1.60719768,54.5167381,471,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_939,train,-1.60719768,54.5167381,257,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_940,train,-3.57299414,50.33885604,468,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_941,train,-3.57299414,50.33885604,388,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_942,train,-3.57299414,50.33885604,285,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_943,train,-3.57299414,50.33885604,87,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_944,train,-3.57299414,50.33885604,421,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_0_945,train,-5.578507599,56.31455409,69,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_946,train,-5.578507599,56.31455409,67,"[""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_947,train,-5.578507599,56.31455409,169,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_948,train,-5.578507599,56.31455409,447,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_949,train,-5.578507599,56.31455409,74,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_950,train,-2.907164523,50.93548557,288,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_951,train,-2.907164523,50.93548557,440,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_952,train,-2.907164523,50.93548557,388,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_953,train,-2.907164523,50.93548557,288,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_954,train,-2.907164523,50.93548557,410,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_955,train,-3.176813198,57.48095398,408,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_956,train,-3.176813198,57.48095398,475,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v""]"
task_Server2_train_0_957,train,-3.176813198,57.48095398,295,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_958,train,-3.176813198,57.48095398,391,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_959,train,-3.176813198,57.48095398,481,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_960,train,-4.855348246,50.19807182,334,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_961,train,-4.855348246,50.19807182,213,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v""]"
task_Server2_train_0_962,train,-4.855348246,50.19807182,92,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_963,train,-4.855348246,50.19807182,32,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_964,train,-4.855348246,50.19807182,332,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_965,train,-3.497264783,52.30611071,266,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_966,train,-3.497264783,52.30611071,15,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_967,train,-3.497264783,52.30611071,499,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_968,train,-3.497264783,52.30611071,58,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_969,train,-3.497264783,52.30611071,262,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_970,train,-4.524149232,53.39660632,245,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_971,train,-4.524149232,53.39660632,301,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_972,train,-4.524149232,53.39660632,375,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_973,train,-4.524149232,53.39660632,170,"[""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_974,train,-4.524149232,53.39660632,411,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_975,train,-3.408713298,56.3583671,467,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_976,train,-3.408713298,56.3583671,309,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_977,train,-3.408713298,56.3583671,197,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_978,train,-3.408713298,56.3583671,490,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_979,train,-3.408713298,56.3583671,404,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_980,train,-1.905495536,51.8462409,480,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_981,train,-1.905495536,51.8462409,25,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v""]"
task_Server2_train_0_982,train,-1.905495536,51.8462409,102,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_983,train,-1.905495536,51.8462409,55,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_984,train,-1.905495536,51.8462409,151,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_985,train,-6.84304243,55.16042466,379,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_986,train,-6.84304243,55.16042466,315,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_987,train,-6.84304243,55.16042466,300,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_0_988,train,-6.84304243,55.16042466,48,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_989,train,-6.84304243,55.16042466,107,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_990,train,-2.59880062,56.57522804,120,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_991,train,-2.59880062,56.57522804,345,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_992,train,-2.59880062,56.57522804,246,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_0_993,train,-2.59880062,56.57522804,445,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_994,train,-2.59880062,56.57522804,429,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_995,train,-4.710169777,55.66030139,397,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_996,train,-4.710169777,55.66030139,199,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_0_997,train,-4.710169777,55.66030139,124,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_0_998,train,-4.710169777,55.66030139,32,"[""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_0_999,train,-4.710169777,55.66030139,265,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_0,train,-4.512850223750257,53.39501780164625,497,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_1,train,-4.512950206265223,53.39402028486164,2,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_2,train,-4.514198510319143,53.394133304665765,93,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_3,train,-4.516303290766633,53.39712115041482,350,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_4,train,-4.51587455985133,53.39657647253641,314,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_5,train,-2.9215999734845854,50.94902632760273,232,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_6,train,-2.918563433656403,50.942446307975615,382,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_7,train,-2.9137977432836184,50.940373672465284,498,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_8,train,-2.921583165888013,50.94534464557178,283,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_9,train,-2.9222899419328536,50.94428102784055,54,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_10,train,-1.0278093676856643,51.509380447903744,245,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_11,train,-1.0263715323047038,51.515551948817915,251,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_12,train,-1.023023998339773,51.516369483170806,31,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_13,train,-1.021965227182997,51.51256649276086,81,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_14,train,-1.0261438434331476,51.51779491085133,156,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_15,train,-5.571683522137519,56.31986677465638,9,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_1_16,train,-5.571216330879175,56.317112956317146,368,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_17,train,-5.57887691611964,56.32205481888986,288,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_18,train,-5.580718125691752,56.318420923825585,346,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_19,train,-5.578423960679466,56.31397141442435,229,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_20,train,-4.105909567434944,52.780199265032074,245,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_21,train,-4.108274763859316,52.77359809254374,249,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_22,train,-4.106697617678628,52.779917161062585,289,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_23,train,-4.107827124332041,52.781013115149726,53,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_24,train,-4.110389407863679,52.77788830229172,350,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_25,train,-5.924518000926081,54.41041254549079,476,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_26,train,-5.920025164839168,54.40756453810033,281,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_27,train,-5.919018687815256,54.40863119282874,423,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_28,train,-5.924021598880556,54.41003273169953,240,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_29,train,-5.928700823122179,54.40854428677829,156,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_30,train,0.8847742941684055,51.929464518573624,346,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_31,train,0.8811632556256105,51.92816408662215,182,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_32,train,0.8848424719392571,51.93110384059775,433,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_33,train,0.8832456215775304,51.927586366171724,331,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_34,train,0.884924509061006,51.937375874346905,226,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_1_35,train,0.4557589548001315,52.88444446094854,428,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_36,train,0.4579412084949728,52.883479018890846,62,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_1_37,train,0.4553200895116189,52.887920765243436,36,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_38,train,0.45441721517895384,52.88784283769174,66,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_39,train,0.45977090964727907,52.89232385415183,429,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_40,train,-4.330951979025517,50.81472951915198,433,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_41,train,-4.327824195979308,50.8158042624466,267,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_42,train,-4.327797797197376,50.809549202246366,521,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_43,train,-4.327981196557797,50.814117271182255,138,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_44,train,-4.326869853378779,50.81093968772617,363,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_45,train,-4.324949154403329,50.81368988439196,155,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_46,train,-4.326112468181707,50.81551060247781,265,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_47,train,-4.3272364435268225,50.816502864733174,204,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_48,train,-4.330888401018715,50.80772345849767,61,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_49,train,-4.33169819506169,50.814555359456484,279,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_50,train,-3.195181159580335,57.49344163710309,385,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_51,train,-3.1934278691044686,57.49339085261647,52,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_52,train,-3.1871257848174115,57.488300821081765,424,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_53,train,-3.1872889342801893,57.49159095831417,132,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_54,train,-3.1863343508986364,57.491210759558854,447,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_55,train,-1.6244990342334573,55.29479445578598,58,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_56,train,-1.6190433159031723,55.29706205931647,195,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_57,train,-1.626993811741801,55.296824264961614,346,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_58,train,-1.6216623448028897,55.300908516343696,280,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_59,train,-1.6221477970997285,55.29609964303614,322,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_1_60,train,-0.8336459603779706,52.75643641486918,38,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_61,train,-0.831298379297323,52.756356063752136,502,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_62,train,-0.8400843033253035,52.76076000630743,364,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_63,train,-0.8324429171917594,52.76100548583769,392,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_64,train,-0.8404112252598768,52.754951518857325,312,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_65,train,-1.0220673798975575,51.505125134075435,379,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server2_train_1_66,train,-1.023548202439677,51.50826793668778,284,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_67,train,-1.0261082759375724,51.50541013190211,409,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_68,train,-1.0263664758740556,51.50481684487818,333,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_69,train,-1.0202335464035466,51.509000685600306,21,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_70,train,-4.520995169261216,53.3869336115998,62,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_71,train,-4.521222648561744,53.38458779124993,260,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_72,train,-4.522306653603791,53.38212703646458,420,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_73,train,-4.5229718230685005,53.38089188589196,211,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_74,train,-4.525862792593841,53.37951533331924,387,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server2_train_1_75,train,-3.500182096304428,52.31141349305897,329,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server2_train_1_76,train,-3.49787853008237,52.30935900710456,150,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_77,train,-3.49863944049299,52.31117081280751,465,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_1_78,train,-3.4987045257279488,52.31075542973617,161,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_79,train,-3.4997662559761777,52.30895552897531,539,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_1_80,train,-2.305096696945629,54.08554172636076,344,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server2_train_1_81,train,-2.3007632089027346,54.08098707745664,368,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_82,train,-2.3097246528736224,54.08154629108528,40,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server2_train_1_83,train,-2.3046747252895243,54.08253659345049,425,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server2_train_1_84,train,-2.300950792342871,54.08037728214692,27,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server2_train_1_85,train,-1.6200304824684855,52.62339150929889,449,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
