TaskID,WorkflowStepIndex,MappedRequestID,RequiredModelType
task_Server2_train_0_591,2,req_393295,ChatGPT
task_Server2_train_0_591,3,req_855345,GPT-4v
task_Server2_train_0_591,4,req_1132277,GPT-4v
task_Server2_train_0_592,0,req_1224359,ChatGPT
task_Server2_train_0_592,1,req_155691,GPT-4v
task_Server2_train_0_592,2,req_209024,GPT-4v
task_Server2_train_0_592,3,req_291937,ChatGPT
task_Server2_train_0_592,4,req_1208228,ChatGPT
task_Server2_train_0_593,0,req_864957,GPT-4
task_Server2_train_0_593,1,req_752658,ChatGPT
task_Server2_train_0_593,2,req_537538,GPT-4v
task_Server2_train_0_593,3,req_1124136,ChatGPT
task_Server2_train_0_593,4,req_1377247,ChatGPT
task_Server2_train_0_594,0,req_1343668,GPT-4
task_Server2_train_0_594,1,req_301868,ChatGPT
task_Server2_train_0_594,2,req_1296058,ChatGPT
task_Server2_train_0_594,3,req_903546,GPT-4v
task_Server2_train_0_594,4,req_4302,GPT-4v
task_Server2_train_0_595,0,req_1066837,ChatGPT
task_Server2_train_0_595,1,req_195105,GPT-4v
task_Server2_train_0_595,2,req_1283180,GPT-4v
task_Server2_train_0_595,3,req_165557,GPT-4v
task_Server2_train_0_595,4,req_1328921,ChatGPT
task_Server2_train_0_596,0,req_897582,ChatGPT
task_Server2_train_0_596,1,req_294515,ChatGPT
task_Server2_train_0_596,2,req_152727,ChatGPT
task_Server2_train_0_596,3,req_691824,GPT-4
task_Server2_train_0_596,4,req_615543,ChatGPT
task_Server2_train_0_597,0,req_561148,GPT-4
task_Server2_train_0_597,1,req_740477,GPT-4
task_Server2_train_0_597,2,req_928572,ChatGPT
task_Server2_train_0_597,3,req_275278,ChatGPT
task_Server2_train_0_597,4,req_41363,GPT-4v
task_Server2_train_0_598,0,req_741422,GPT-4
task_Server2_train_0_598,1,req_94926,GPT-4v
task_Server2_train_0_598,2,req_209787,GPT-4v
task_Server2_train_0_598,3,req_223541,ChatGPT
task_Server2_train_0_598,4,req_465856,ChatGPT
task_Server2_train_0_599,0,req_436736,ChatGPT
task_Server2_train_0_599,1,req_890031,GPT-4
task_Server2_train_0_599,2,req_2680,GPT-4
task_Server2_train_0_599,3,req_199388,ChatGPT
task_Server2_train_0_599,4,req_1389005,ChatGPT
task_Server2_train_0_600,0,req_365065,GPT-4
task_Server2_train_0_600,1,req_554612,ChatGPT
task_Server2_train_0_600,2,req_626333,GPT-4
task_Server2_train_0_600,3,req_243295,GPT-4v
task_Server2_train_0_600,4,req_434232,ChatGPT
task_Server2_train_0_601,0,req_1286242,ChatGPT
task_Server2_train_0_601,1,req_1399087,ChatGPT
task_Server2_train_0_601,2,req_1031007,ChatGPT
task_Server2_train_0_601,3,req_414847,GPT-4v
task_Server2_train_0_601,4,req_765639,GPT-4v
task_Server2_train_0_602,0,req_493490,ChatGPT
task_Server2_train_0_602,1,req_865746,GPT-4v
task_Server2_train_0_602,2,req_10173,ChatGPT
task_Server2_train_0_602,3,req_1404876,GPT-4v
task_Server2_train_0_602,4,req_427732,ChatGPT
task_Server2_train_0_603,0,req_882250,GPT-4
task_Server2_train_0_603,1,req_1261832,GPT-4
task_Server2_train_0_603,2,req_661123,ChatGPT
task_Server2_train_0_603,3,req_42225,ChatGPT
task_Server2_train_0_603,4,req_607434,GPT-4v
task_Server2_train_0_604,0,req_761590,ChatGPT
task_Server2_train_0_604,1,req_748179,GPT-4
task_Server2_train_0_604,2,req_1110790,ChatGPT
task_Server2_train_0_604,3,req_222580,GPT-4v
task_Server2_train_0_604,4,req_906699,ChatGPT
task_Server2_train_0_605,0,req_1195062,ChatGPT
task_Server2_train_0_605,1,req_869292,GPT-4
task_Server2_train_0_605,2,req_1149799,GPT-4
task_Server2_train_0_605,3,req_1058291,GPT-4v
task_Server2_train_0_605,4,req_1048934,ChatGPT
task_Server2_train_0_606,0,req_621533,GPT-4
task_Server2_train_0_606,1,req_570114,ChatGPT
task_Server2_train_0_606,2,req_1138103,GPT-4v
task_Server2_train_0_606,3,req_114678,ChatGPT
task_Server2_train_0_606,4,req_321802,GPT-4v
task_Server2_train_0_607,0,req_617097,GPT-4
task_Server2_train_0_607,1,req_1024633,GPT-4
task_Server2_train_0_607,2,req_743325,GPT-4
task_Server2_train_0_607,3,req_84815,ChatGPT
task_Server2_train_0_607,4,req_171139,GPT-4v
task_Server2_train_0_608,0,req_622161,GPT-4
task_Server2_train_0_608,1,req_410866,ChatGPT
task_Server2_train_0_608,2,req_693651,GPT-4
task_Server2_train_0_608,3,req_468668,GPT-4v
task_Server2_train_0_608,4,req_144060,ChatGPT
task_Server2_train_0_609,0,req_1038032,ChatGPT
task_Server2_train_0_609,1,req_237436,ChatGPT
task_Server2_train_0_609,2,req_208131,GPT-4v
task_Server2_train_0_609,3,req_188502,GPT-4v
task_Server2_train_0_609,4,req_1070098,ChatGPT
task_Server2_train_0_610,0,req_1241632,GPT-4
task_Server2_train_0_610,1,req_449657,ChatGPT
task_Server2_train_0_610,2,req_859277,ChatGPT
task_Server2_train_0_610,3,req_1345511,GPT-4
task_Server2_train_0_610,4,req_1000654,ChatGPT
task_Server2_train_0_611,0,req_1324213,GPT-4
task_Server2_train_0_611,1,req_1112535,ChatGPT
task_Server2_train_0_611,2,req_1409164,ChatGPT
task_Server2_train_0_611,3,req_524005,GPT-4v
task_Server2_train_0_611,4,req_112663,GPT-4v
task_Server2_train_0_612,0,req_1018079,GPT-4
task_Server2_train_0_612,1,req_233872,GPT-4v
task_Server2_train_0_612,2,req_902087,GPT-4v
task_Server2_train_0_612,3,req_302352,ChatGPT
task_Server2_train_0_612,4,req_226046,ChatGPT
task_Server2_train_0_613,0,req_974246,ChatGPT
task_Server2_train_0_613,1,req_132433,ChatGPT
task_Server2_train_0_613,2,req_1275157,ChatGPT
task_Server2_train_0_613,3,req_1151902,GPT-4v
task_Server2_train_0_613,4,req_486580,GPT-4v
task_Server2_train_0_614,0,req_1022267,GPT-4
task_Server2_train_0_614,1,req_1239803,GPT-4
task_Server2_train_0_614,2,req_225778,ChatGPT
task_Server2_train_0_614,3,req_703592,ChatGPT
task_Server2_train_0_614,4,req_913914,GPT-4v
task_Server2_train_0_615,0,req_464563,ChatGPT
task_Server2_train_0_615,1,req_1210008,GPT-4
task_Server2_train_0_615,2,req_584779,ChatGPT
task_Server2_train_0_615,3,req_208540,ChatGPT
task_Server2_train_0_615,4,req_270611,GPT-4v
task_Server2_train_0_616,0,req_1138861,GPT-4
task_Server2_train_0_616,1,req_101181,ChatGPT
task_Server2_train_0_616,2,req_493674,ChatGPT
task_Server2_train_0_616,3,req_1286498,GPT-4
task_Server2_train_0_616,4,req_643197,GPT-4v
task_Server2_train_0_617,0,req_1309114,ChatGPT
task_Server2_train_0_617,1,req_780265,ChatGPT
task_Server2_train_0_617,2,req_808043,ChatGPT
task_Server2_train_0_617,3,req_332924,GPT-4v
task_Server2_train_0_617,4,req_1137513,GPT-4v
task_Server2_train_0_618,0,req_268711,GPT-4
task_Server2_train_0_618,1,req_319710,ChatGPT
task_Server2_train_0_618,2,req_1313754,ChatGPT
task_Server2_train_0_618,3,req_366296,ChatGPT
task_Server2_train_0_618,4,req_269289,ChatGPT
task_Server2_train_0_619,0,req_892065,ChatGPT
task_Server2_train_0_619,1,req_681440,GPT-4
task_Server2_train_0_619,2,req_1137496,GPT-4
task_Server2_train_0_619,3,req_506334,GPT-4
task_Server2_train_0_619,4,req_736571,GPT-4v
task_Server2_train_0_620,0,req_716903,GPT-4
task_Server2_train_0_620,1,req_881157,GPT-4
task_Server2_train_0_620,2,req_919969,ChatGPT
task_Server2_train_0_620,3,req_711865,GPT-4
task_Server2_train_0_620,4,req_700492,GPT-4v
task_Server2_train_0_621,0,req_1287587,GPT-4
task_Server2_train_0_621,1,req_388863,ChatGPT
task_Server2_train_0_621,2,req_294304,ChatGPT
task_Server2_train_0_621,3,req_945275,ChatGPT
task_Server2_train_0_621,4,req_952881,ChatGPT
task_Server2_train_0_622,0,req_713219,GPT-4
task_Server2_train_0_622,1,req_760835,GPT-4
task_Server2_train_0_622,2,req_1423331,GPT-4v
task_Server2_train_0_622,3,req_717919,GPT-4v
task_Server2_train_0_622,4,req_641708,GPT-4v
task_Server2_train_0_623,0,req_516118,GPT-4
task_Server2_train_0_623,1,req_988610,ChatGPT
task_Server2_train_0_623,2,req_991505,ChatGPT
task_Server2_train_0_623,3,req_887595,GPT-4v
task_Server2_train_0_623,4,req_444713,ChatGPT
task_Server2_train_0_624,0,req_1241718,GPT-4
task_Server2_train_0_624,1,req_1348737,GPT-4
task_Server2_train_0_624,2,req_1143552,GPT-4
task_Server2_train_0_624,3,req_752810,ChatGPT
task_Server2_train_0_624,4,req_721708,ChatGPT
task_Server2_train_0_625,0,req_1396347,ChatGPT
task_Server2_train_0_625,1,req_632706,ChatGPT
task_Server2_train_0_625,2,req_58380,ChatGPT
task_Server2_train_0_625,3,req_472493,ChatGPT
task_Server2_train_0_625,4,req_592212,GPT-4v
task_Server2_train_0_626,0,req_1285522,GPT-4
task_Server2_train_0_626,1,req_715599,GPT-4
task_Server2_train_0_626,2,req_743999,GPT-4
task_Server2_train_0_626,3,req_545978,GPT-4
task_Server2_train_0_626,4,req_1423623,GPT-4v
task_Server2_train_0_627,0,req_1048275,ChatGPT
task_Server2_train_0_627,1,req_995687,ChatGPT
task_Server2_train_0_627,2,req_117537,ChatGPT
task_Server2_train_0_627,3,req_822990,GPT-4v
task_Server2_train_0_627,4,req_231792,ChatGPT
task_Server2_train_0_628,0,req_1058292,GPT-4
task_Server2_train_0_628,1,req_844302,GPT-4
task_Server2_train_0_628,2,req_844676,GPT-4
task_Server2_train_0_628,3,req_1224295,GPT-4
task_Server2_train_0_628,4,req_1416148,ChatGPT
task_Server2_train_0_629,0,req_1217226,GPT-4
task_Server2_train_0_629,1,req_407886,GPT-4
task_Server2_train_0_629,2,req_952017,GPT-4v
task_Server2_train_0_629,3,req_514572,ChatGPT
task_Server2_train_0_629,4,req_765265,ChatGPT
task_Server2_train_0_630,0,req_874053,GPT-4
task_Server2_train_0_630,1,req_1225685,GPT-4
task_Server2_train_0_630,2,req_1020634,GPT-4
task_Server2_train_0_630,3,req_1258429,ChatGPT
task_Server2_train_0_630,4,req_1194077,ChatGPT
task_Server2_train_0_631,0,req_886972,GPT-4
task_Server2_train_0_631,1,req_545595,GPT-4
task_Server2_train_0_631,2,req_676612,ChatGPT
task_Server2_train_0_631,3,req_454179,ChatGPT
task_Server2_train_0_631,4,req_409999,ChatGPT
task_Server2_train_0_632,0,req_746295,GPT-4
task_Server2_train_0_632,1,req_449991,ChatGPT
task_Server2_train_0_632,2,req_688248,GPT-4
task_Server2_train_0_632,3,req_908378,ChatGPT
task_Server2_train_0_632,4,req_576909,ChatGPT
task_Server2_train_0_633,0,req_626414,GPT-4
task_Server2_train_0_633,1,req_1123486,GPT-4
task_Server2_train_0_633,2,req_258511,GPT-4v
task_Server2_train_0_633,3,req_178396,ChatGPT
task_Server2_train_0_633,4,req_128471,GPT-4v
task_Server2_train_0_634,0,req_701932,ChatGPT
task_Server2_train_0_634,1,req_916974,ChatGPT
task_Server2_train_0_634,2,req_266323,GPT-4
task_Server2_train_0_634,3,req_865892,GPT-4v
task_Server2_train_0_634,4,req_920989,GPT-4v
task_Server2_train_0_635,0,req_880215,ChatGPT
task_Server2_train_0_635,1,req_346433,ChatGPT
task_Server2_train_0_635,2,req_1222131,GPT-4
task_Server2_train_0_635,3,req_1424097,ChatGPT
task_Server2_train_0_635,4,req_445939,ChatGPT
task_Server2_train_0_636,0,req_1150902,ChatGPT
task_Server2_train_0_636,1,req_1217086,GPT-4
task_Server2_train_0_636,2,req_536011,ChatGPT
task_Server2_train_0_636,3,req_754970,ChatGPT
task_Server2_train_0_636,4,req_667022,ChatGPT
task_Server2_train_0_637,0,req_1029574,ChatGPT
task_Server2_train_0_637,1,req_1027344,GPT-4
task_Server2_train_0_637,2,req_1362172,GPT-4v
task_Server2_train_0_637,3,req_987779,GPT-4v
task_Server2_train_0_637,4,req_1285040,GPT-4v
task_Server2_train_0_638,0,req_91554,ChatGPT
task_Server2_train_0_638,1,req_694612,GPT-4
task_Server2_train_0_638,2,req_862574,GPT-4
task_Server2_train_0_638,3,req_777992,ChatGPT
task_Server2_train_0_638,4,req_184959,GPT-4v
task_Server2_train_0_639,0,req_424170,GPT-4
task_Server2_train_0_639,1,req_546319,GPT-4
task_Server2_train_0_639,2,req_846433,ChatGPT
task_Server2_train_0_639,3,req_819447,ChatGPT
task_Server2_train_0_639,4,req_731556,ChatGPT
task_Server2_train_0_640,0,req_1144079,GPT-4
task_Server2_train_0_640,1,req_12975,GPT-4
task_Server2_train_0_640,2,req_81275,ChatGPT
task_Server2_train_0_640,3,req_203972,GPT-4v
task_Server2_train_0_640,4,req_114091,GPT-4v
task_Server2_train_0_641,0,req_1300463,GPT-4
task_Server2_train_0_641,1,req_720562,GPT-4
task_Server2_train_0_641,2,req_1345880,GPT-4
task_Server2_train_0_641,3,req_717801,GPT-4
task_Server2_train_0_641,4,req_854559,GPT-4v
task_Server2_train_0_642,0,req_690047,GPT-4
task_Server2_train_0_642,1,req_196017,ChatGPT
task_Server2_train_0_642,2,req_839417,GPT-4
task_Server2_train_0_642,3,req_676406,GPT-4v
task_Server2_train_0_642,4,req_729299,ChatGPT
task_Server2_train_0_643,0,req_825992,GPT-4
task_Server2_train_0_643,1,req_749245,ChatGPT
task_Server2_train_0_643,2,req_1289600,GPT-4v
task_Server2_train_0_643,3,req_197170,GPT-4v
task_Server2_train_0_643,4,req_478593,ChatGPT
task_Server2_train_0_644,0,req_1224243,GPT-4
task_Server2_train_0_644,1,req_1147493,GPT-4v
task_Server2_train_0_644,2,req_157683,GPT-4v
task_Server2_train_0_644,3,req_406611,ChatGPT
task_Server2_train_0_644,4,req_769197,ChatGPT
task_Server2_train_0_645,0,req_1168252,ChatGPT
task_Server2_train_0_645,1,req_1219225,GPT-4
task_Server2_train_0_645,2,req_954527,ChatGPT
task_Server2_train_0_645,3,req_1147030,ChatGPT
task_Server2_train_0_645,4,req_522325,GPT-4v
task_Server2_train_0_646,0,req_692582,GPT-4
task_Server2_train_0_646,1,req_736813,GPT-4v
task_Server2_train_0_646,2,req_971730,GPT-4v
task_Server2_train_0_646,3,req_206194,GPT-4v
task_Server2_train_0_646,4,req_961598,ChatGPT
task_Server2_train_0_647,0,req_166896,ChatGPT
task_Server2_train_0_647,1,req_45564,ChatGPT
task_Server2_train_0_647,2,req_564867,GPT-4v
task_Server2_train_0_647,3,req_1150815,GPT-4v
task_Server2_train_0_647,4,req_765078,ChatGPT
task_Server2_train_0_648,0,req_960495,ChatGPT
task_Server2_train_0_648,1,req_142450,ChatGPT
task_Server2_train_0_648,2,req_881203,GPT-4
task_Server2_train_0_648,3,req_883778,ChatGPT
task_Server2_train_0_648,4,req_143832,ChatGPT
task_Server2_train_0_649,0,req_849660,ChatGPT
task_Server2_train_0_649,1,req_715879,GPT-4v
task_Server2_train_0_649,2,req_546970,GPT-4v
task_Server2_train_0_649,3,req_484987,ChatGPT
task_Server2_train_0_649,4,req_1130893,GPT-4v
task_Server2_train_0_650,0,req_1213108,GPT-4
task_Server2_train_0_650,1,req_1123432,GPT-4
task_Server2_train_0_650,2,req_477335,ChatGPT
task_Server2_train_0_650,3,req_1378879,GPT-4v
task_Server2_train_0_650,4,req_578291,GPT-4v
task_Server2_train_0_651,0,req_52182,ChatGPT
task_Server2_train_0_651,1,req_1006754,ChatGPT
task_Server2_train_0_651,2,req_1028403,GPT-4v
task_Server2_train_0_651,3,req_1294066,ChatGPT
task_Server2_train_0_651,4,req_785224,GPT-4v
task_Server2_train_0_652,0,req_1362799,ChatGPT
task_Server2_train_0_652,1,req_549240,ChatGPT
task_Server2_train_0_652,2,req_702118,GPT-4v
task_Server2_train_0_652,3,req_674149,ChatGPT
task_Server2_train_0_652,4,req_56041,ChatGPT
task_Server2_train_0_653,0,req_1025765,GPT-4
task_Server2_train_0_653,1,req_766760,GPT-4
task_Server2_train_0_653,2,req_408874,ChatGPT
task_Server2_train_0_653,3,req_172771,ChatGPT
task_Server2_train_0_653,4,req_398464,GPT-4v
task_Server2_train_0_654,0,req_1108138,ChatGPT
task_Server2_train_0_654,1,req_283296,GPT-4
task_Server2_train_0_654,2,req_940936,ChatGPT
task_Server2_train_0_654,3,req_187687,GPT-4v
task_Server2_train_0_654,4,req_46778,ChatGPT
task_Server2_train_0_655,0,req_1419372,ChatGPT
task_Server2_train_0_655,1,req_1389938,ChatGPT
task_Server2_train_0_655,2,req_592360,GPT-4v
task_Server2_train_0_655,3,req_533844,GPT-4v
task_Server2_train_0_655,4,req_144707,GPT-4v
task_Server2_train_0_656,0,req_915475,ChatGPT
task_Server2_train_0_656,1,req_1025639,GPT-4
task_Server2_train_0_656,2,req_1412875,ChatGPT
task_Server2_train_0_656,3,req_904583,GPT-4v
task_Server2_train_0_656,4,req_1383792,GPT-4v
task_Server2_train_0_657,0,req_624060,GPT-4
task_Server2_train_0_657,1,req_682083,GPT-4
task_Server2_train_0_657,2,req_943922,ChatGPT
task_Server2_train_0_657,3,req_783026,GPT-4v
task_Server2_train_0_657,4,req_93930,GPT-4v
task_Server2_train_0_658,0,req_1179299,GPT-4
task_Server2_train_0_658,1,req_552448,GPT-4
task_Server2_train_0_658,2,req_131411,ChatGPT
task_Server2_train_0_658,3,req_990316,ChatGPT
task_Server2_train_0_658,4,req_894262,ChatGPT
task_Server2_train_0_659,0,req_1400278,ChatGPT
task_Server2_train_0_659,1,req_684576,GPT-4
task_Server2_train_0_659,2,req_143171,ChatGPT
task_Server2_train_0_659,3,req_341401,GPT-4v
task_Server2_train_0_659,4,req_107868,ChatGPT
task_Server2_train_0_660,0,req_859482,ChatGPT
task_Server2_train_0_660,1,req_434270,ChatGPT
task_Server2_train_0_660,2,req_262395,ChatGPT
task_Server2_train_0_660,3,req_221182,ChatGPT
task_Server2_train_0_660,4,req_1405415,ChatGPT
task_Server2_train_0_661,0,req_65817,ChatGPT
task_Server2_train_0_661,1,req_956837,ChatGPT
task_Server2_train_0_661,2,req_696921,GPT-4
task_Server2_train_0_661,3,req_290916,ChatGPT
task_Server2_train_0_661,4,req_289360,ChatGPT
task_Server2_train_0_662,0,req_198288,ChatGPT
task_Server2_train_0_662,1,req_466007,GPT-4v
task_Server2_train_0_662,2,req_67316,ChatGPT
task_Server2_train_0_662,3,req_258866,GPT-4v
task_Server2_train_0_662,4,req_89721,ChatGPT
task_Server2_train_0_663,0,req_556415,GPT-4
task_Server2_train_0_663,1,req_301630,ChatGPT
task_Server2_train_0_663,2,req_1151111,GPT-4
task_Server2_train_0_663,3,req_404053,GPT-4v
task_Server2_train_0_663,4,req_586980,GPT-4v
task_Server2_train_0_664,0,req_257380,ChatGPT
task_Server2_train_0_664,1,req_513834,GPT-4
task_Server2_train_0_664,2,req_438842,ChatGPT
task_Server2_train_0_664,3,req_371017,GPT-4
task_Server2_train_0_664,4,req_201397,ChatGPT
task_Server2_train_0_665,0,req_1076772,GPT-4
task_Server2_train_0_665,1,req_93894,GPT-4v
task_Server2_train_0_665,2,req_98144,GPT-4v
task_Server2_train_0_665,3,req_385727,GPT-4v
task_Server2_train_0_665,4,req_66503,GPT-4v
task_Server2_train_0_666,0,req_83069,ChatGPT
task_Server2_train_0_666,1,req_620033,GPT-4
task_Server2_train_0_666,2,req_336710,ChatGPT
task_Server2_train_0_666,3,req_64546,ChatGPT
task_Server2_train_0_666,4,req_350314,ChatGPT
task_Server2_train_0_667,0,req_767368,GPT-4
task_Server2_train_0_667,1,req_691667,GPT-4
task_Server2_train_0_667,2,req_77451,ChatGPT
task_Server2_train_0_667,3,req_1251353,ChatGPT
task_Server2_train_0_667,4,req_133112,GPT-4v
task_Server2_train_0_668,0,req_1231282,GPT-4
task_Server2_train_0_668,1,req_813845,GPT-4v
task_Server2_train_0_668,2,req_1391857,GPT-4v
task_Server2_train_0_668,3,req_1415057,GPT-4v
task_Server2_train_0_668,4,req_496301,ChatGPT
task_Server2_train_0_669,0,req_923072,ChatGPT
task_Server2_train_0_669,1,req_726705,GPT-4v
task_Server2_train_0_669,2,req_663584,ChatGPT
task_Server2_train_0_669,3,req_1003322,ChatGPT
task_Server2_train_0_669,4,req_583978,ChatGPT
task_Server2_train_0_670,0,req_932592,ChatGPT
task_Server2_train_0_670,1,req_845383,GPT-4
task_Server2_train_0_670,2,req_519070,ChatGPT
task_Server2_train_0_670,3,req_155365,GPT-4v
task_Server2_train_0_670,4,req_289448,ChatGPT
task_Server2_train_0_671,0,req_650914,ChatGPT
task_Server2_train_0_671,1,req_1378265,ChatGPT
task_Server2_train_0_671,2,req_391582,ChatGPT
task_Server2_train_0_671,3,req_93422,ChatGPT
task_Server2_train_0_671,4,req_599999,GPT-4v
task_Server2_train_0_672,0,req_1198815,GPT-4
task_Server2_train_0_672,1,req_173953,ChatGPT
task_Server2_train_0_672,2,req_1213007,ChatGPT
task_Server2_train_0_672,3,req_437923,GPT-4v
task_Server2_train_0_672,4,req_1044727,ChatGPT
task_Server2_train_0_673,0,req_397074,GPT-4
task_Server2_train_0_673,1,req_1111802,GPT-4v
task_Server2_train_0_673,2,req_1005563,ChatGPT
task_Server2_train_0_673,3,req_745023,GPT-4v
task_Server2_train_0_673,4,req_153731,GPT-4v
task_Server2_train_0_674,0,req_211160,ChatGPT
task_Server2_train_0_674,1,req_932543,ChatGPT
task_Server2_train_0_674,2,req_1040475,ChatGPT
task_Server2_train_0_674,3,req_484958,GPT-4v
task_Server2_train_0_674,4,req_1414555,ChatGPT
task_Server2_train_0_675,0,req_793266,ChatGPT
task_Server2_train_0_675,1,req_391135,ChatGPT
task_Server2_train_0_675,2,req_1236124,ChatGPT
task_Server2_train_0_675,3,req_908724,GPT-4v
task_Server2_train_0_675,4,req_55010,GPT-4v
task_Server2_train_0_676,0,req_984070,ChatGPT
task_Server2_train_0_676,1,req_26336,GPT-4
task_Server2_train_0_676,2,req_799521,ChatGPT
task_Server2_train_0_676,3,req_931315,ChatGPT
task_Server2_train_0_676,4,req_773140,ChatGPT
task_Server2_train_0_677,0,req_534314,ChatGPT
task_Server2_train_0_677,1,req_366753,GPT-4
task_Server2_train_0_677,2,req_209648,ChatGPT
task_Server2_train_0_677,3,req_513297,ChatGPT
task_Server2_train_0_677,4,req_143703,GPT-4v
task_Server2_train_0_678,0,req_1300785,GPT-4
task_Server2_train_0_678,1,req_658193,ChatGPT
task_Server2_train_0_678,2,req_1184753,ChatGPT
task_Server2_train_0_678,3,req_980032,ChatGPT
task_Server2_train_0_678,4,req_202935,ChatGPT
task_Server2_train_0_679,0,req_361860,GPT-4
task_Server2_train_0_679,1,req_893080,ChatGPT
task_Server2_train_0_679,2,req_438543,ChatGPT
task_Server2_train_0_679,3,req_495354,GPT-4v
task_Server2_train_0_679,4,req_955665,ChatGPT
task_Server2_train_0_680,0,req_1251204,GPT-4
task_Server2_train_0_680,1,req_959411,ChatGPT
task_Server2_train_0_680,2,req_639842,ChatGPT
task_Server2_train_0_680,3,req_1079764,ChatGPT
task_Server2_train_0_680,4,req_1412591,GPT-4v
task_Server2_train_0_681,0,req_386081,GPT-4
task_Server2_train_0_681,1,req_690944,GPT-4
task_Server2_train_0_681,2,req_1354394,ChatGPT
task_Server2_train_0_681,3,req_501109,ChatGPT
task_Server2_train_0_681,4,req_289641,GPT-4v
task_Server2_train_0_682,0,req_983091,GPT-4
task_Server2_train_0_682,1,req_760754,GPT-4
task_Server2_train_0_682,2,req_1211834,GPT-4
task_Server2_train_0_682,3,req_640669,GPT-4
task_Server2_train_0_682,4,req_1190346,ChatGPT
task_Server2_train_0_683,0,req_1292048,GPT-4
task_Server2_train_0_683,1,req_659668,ChatGPT
task_Server2_train_0_683,2,req_1034175,ChatGPT
task_Server2_train_0_683,3,req_608771,GPT-4
task_Server2_train_0_683,4,req_960675,ChatGPT
task_Server2_train_0_684,0,req_1200200,GPT-4
task_Server2_train_0_684,1,req_1022224,GPT-4
task_Server2_train_0_684,2,req_605059,ChatGPT
task_Server2_train_0_684,3,req_1300821,GPT-4
task_Server2_train_0_684,4,req_1365785,ChatGPT
task_Server2_train_0_685,0,req_338147,ChatGPT
task_Server2_train_0_685,1,req_1086127,ChatGPT
task_Server2_train_0_685,2,req_1289590,ChatGPT
task_Server2_train_0_685,3,req_227798,GPT-4v
task_Server2_train_0_685,4,req_1241474,ChatGPT
task_Server2_train_0_686,0,req_841591,GPT-4
task_Server2_train_0_686,1,req_1189700,ChatGPT
task_Server2_train_0_686,2,req_878819,ChatGPT
task_Server2_train_0_686,3,req_155965,ChatGPT
task_Server2_train_0_686,4,req_774146,ChatGPT
task_Server2_train_0_687,0,req_1148890,GPT-4
task_Server2_train_0_687,1,req_1239578,GPT-4
task_Server2_train_0_687,2,req_90400,ChatGPT
task_Server2_train_0_687,3,req_688407,GPT-4
task_Server2_train_0_687,4,req_657608,ChatGPT
task_Server2_train_0_688,0,req_510761,GPT-4
task_Server2_train_0_688,1,req_1282807,ChatGPT
task_Server2_train_0_688,2,req_416598,GPT-4
task_Server2_train_0_688,3,req_1321913,GPT-4v
task_Server2_train_0_688,4,req_1284213,ChatGPT
task_Server2_train_0_689,0,req_334223,ChatGPT
task_Server2_train_0_689,1,req_470816,GPT-4
task_Server2_train_0_689,2,req_181015,ChatGPT
task_Server2_train_0_689,3,req_1204253,GPT-4
task_Server2_train_0_689,4,req_317728,ChatGPT
task_Server2_train_0_690,0,req_1021654,GPT-4
task_Server2_train_0_690,1,req_1013629,ChatGPT
task_Server2_train_0_690,2,req_890595,GPT-4
task_Server2_train_0_690,3,req_1150991,ChatGPT
task_Server2_train_0_690,4,req_745452,ChatGPT
task_Server2_train_0_691,0,req_683956,GPT-4
task_Server2_train_0_691,1,req_811010,ChatGPT
task_Server2_train_0_691,2,req_1084364,GPT-4v
task_Server2_train_0_691,3,req_181588,ChatGPT
task_Server2_train_0_691,4,req_1083704,ChatGPT
task_Server2_train_0_692,0,req_440195,ChatGPT
task_Server2_train_0_692,1,req_285572,GPT-4v
task_Server2_train_0_692,2,req_633198,GPT-4v
task_Server2_train_0_692,3,req_1185683,GPT-4v
task_Server2_train_0_692,4,req_285948,ChatGPT
task_Server2_train_0_693,0,req_683265,GPT-4
task_Server2_train_0_693,1,req_471917,ChatGPT
task_Server2_train_0_693,2,req_791545,GPT-4v
task_Server2_train_0_693,3,req_1280905,GPT-4v
task_Server2_train_0_693,4,req_419760,ChatGPT
task_Server2_train_0_694,0,req_857753,GPT-4
task_Server2_train_0_694,1,req_124377,ChatGPT
task_Server2_train_0_694,2,req_1295981,ChatGPT
task_Server2_train_0_694,3,req_90597,ChatGPT
task_Server2_train_0_694,4,req_567360,GPT-4v
task_Server2_train_0_695,0,req_1312990,GPT-4
task_Server2_train_0_695,1,req_385430,ChatGPT
task_Server2_train_0_695,2,req_1008390,GPT-4v
task_Server2_train_0_695,3,req_393298,GPT-4v
task_Server2_train_0_695,4,req_267489,GPT-4v
task_Server2_train_0_696,0,req_292341,ChatGPT
task_Server2_train_0_696,1,req_926567,ChatGPT
task_Server2_train_0_696,2,req_647167,ChatGPT
task_Server2_train_0_696,3,req_624060,GPT-4
task_Server2_train_0_696,4,req_382934,GPT-4v
task_Server2_train_0_697,0,req_1312615,GPT-4
task_Server2_train_0_697,1,req_820698,ChatGPT
task_Server2_train_0_697,2,req_1230866,ChatGPT
task_Server2_train_0_697,3,req_288989,ChatGPT
task_Server2_train_0_697,4,req_263253,ChatGPT
task_Server2_train_0_698,0,req_1318320,GPT-4
task_Server2_train_0_698,1,req_1263029,ChatGPT
task_Server2_train_0_698,2,req_743352,ChatGPT
